"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Back] Hammer Strength Row",,"",1,"normal",185,10,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Back] Hammer Strength Row",,"",2,"normal",185,10,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Back] Back Extension (Machine)",,"",0,"warmup",110,12,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Back] Back Extension (Machine)",,"",1,"normal",150,12,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Back] Back Extension (Machine)",,"",2,"normal",130,12,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Chest] Decline Chest Press",,"",0,"warmup",80,15,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Chest] Decline Chest Press",,"",1,"normal",100,12,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Chest] Decline Chest Press",,"",2,"normal",100,12,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","Bench Press (Smith Machine)",,"",0,"warmup",50,15,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","Bench Press (Smith Machine)",,"",1,"normal",70,10,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","Bench Press (Smith Machine)",,"",2,"normal",70,9,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Triceps] Seated Triceps Press",,"",0,"warmup",90,10,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Triceps] Seated Triceps Press",,"",1,"normal",100,10,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","[Triceps] Seated Triceps Press",,"",2,"normal",90,10,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","Crunch (Machine)",,"",1,"normal",60,16,,,
"Upper","Mar 13, 2026, 8:23 AM","Mar 13, 2026, 9:10 AM","","Crunch (Machine)",,"",2,"normal",60,10,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Seated Leg Curl (Machine)",,"",0,"warmup",75,15,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Seated Leg Curl (Machine)",,"",1,"normal",85,15,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Seated Leg Curl (Machine)",,"",2,"normal",90,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Leg Extension (Machine)",,"",0,"warmup",95,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Leg Extension (Machine)",,"",1,"normal",110,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Leg Extension (Machine)",,"",2,"normal",115,10,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Leg Press (Machine)",,"",0,"warmup",180,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Leg Press (Machine)",,"",1,"normal",200,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Leg Press (Machine)",,"",2,"normal",200,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Glute Bridge (Machine)",,"",0,"warmup",180,17,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Glute Bridge (Machine)",,"",1,"normal",200,17,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Glute Bridge (Machine)",,"",2,"normal",200,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Crunch (Machine)",,"",0,"warmup",60,13,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Torso Rotation",,"",0,"warmup",115,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Torso Rotation",,"",1,"normal",115,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Back Extension (Machine)",,"",0,"warmup",130,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Back Extension (Machine)",,"",1,"normal",150,12,,,
"Lower","Mar 12, 2026, 9:03 AM","Mar 12, 2026, 9:56 AM","","Back Extension (Machine)",,"",2,"normal",170,12,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Back] Hammer Strength Row",,"",0,"warmup",145,12,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Back] Hammer Strength Row",,"",1,"normal",165,10,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Back] Hammer Strength Row",,"",2,"normal",175,8,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Back] Back Extension (Machine)",,"",0,"warmup",110,12,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Back] Back Extension (Machine)",,"",1,"normal",155,10,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Back] Back Extension (Machine)",,"",2,"normal",160,10,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Chest] Decline Chest Press",,"",0,"warmup",80,12,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Chest] Decline Chest Press",,"",1,"normal",100,12,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","[Chest] Decline Chest Press",,"",2,"normal",100,12,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","Bench Press (Smith Machine)",,"",0,"warmup",50,15,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","Bench Press (Smith Machine)",,"",1,"normal",80,10,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","Bench Press (Smith Machine)",,"",2,"normal",80,8,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","Crunch (Machine)",,"",1,"normal",60,20,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","Crunch (Machine)",,"",2,"normal",60,20,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","Torso Rotation",,"",0,"warmup",110,12,,,
"Upper","Mar 11, 2026, 9:28 AM","Mar 11, 2026, 10:19 AM","","Torso Rotation",,"",1,"normal",110,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Seated Leg Curl (Machine)",,"",0,"warmup",70,15,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Seated Leg Curl (Machine)",,"",1,"normal",85,15,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Seated Leg Curl (Machine)",,"",2,"normal",85,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Leg Extension (Machine)",,"",0,"warmup",95,13,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Leg Press (Machine)",,"",0,"warmup",180,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Leg Press (Machine)",,"",1,"normal",200,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Leg Press (Machine)",,"",2,"normal",200,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Glute Bridge (Machine)",,"",0,"warmup",170,17,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Glute Bridge (Machine)",,"",1,"normal",190,17,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Glute Bridge (Machine)",,"",2,"normal",190,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Calf Extension (Machine)",,"",0,"warmup",110,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Calf Extension (Machine)",,"",1,"normal",120,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Calf Extension (Machine)",,"",2,"normal",130,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Kneeling Glute Kickback (Machine)",,"",0,"normal",110,8,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Crunch (Machine)",,"",1,"normal",50,20,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Back Extension (Machine)",,"",0,"warmup",110,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Back Extension (Machine)",,"",1,"normal",110,12,,,
"Lower","Mar 10, 2026, 7:56 AM","Mar 10, 2026, 8:53 AM","","Back Extension (Machine)",,"",2,"normal",150,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Hammer Strength Row",,"",0,"warmup",155,15,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Hammer Strength Row",,"",1,"normal",175,12,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Hammer Strength Row",,"",2,"normal",175,14,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Chest-Supported T-Bar Row",,"",0,"warmup",60,12,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Chest-Supported T-Bar Row",,"",1,"normal",70,12,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Chest-Supported T-Bar Row",,"",2,"normal",70,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Back Extension (Machine)",,"",0,"warmup",70,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Back Extension (Machine)",,"",1,"normal",90,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Back Extension (Machine)",,"",2,"normal",110,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Bent Over Row (Barbell)",,"",0,"warmup",65,12,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Bent Over Row (Barbell)",,"",1,"normal",85,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Back] Bent Over Row (Barbell)",,"",2,"normal",85,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","Lat Pulldown (Cable)",,"",0,"warmup",70,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","Lat Pulldown (Cable)",,"",1,"normal",85,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","Lat Pulldown (Cable)",,"",2,"normal",85,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Chest] Standing Chest Press",,"",0,"warmup",40,12,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Chest] Standing Chest Press",,"",1,"normal",60,10,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","[Chest] Standing Chest Press",,"",2,"normal",60,9,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","Bench Press (Smith Machine)",,"",0,"warmup",50,15,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","Bench Press (Smith Machine)",,"",1,"normal",70,12,,,
"Upper","Mar 9, 2026, 7:59 AM","Mar 9, 2026, 9:06 AM","","Bench Press (Smith Machine)",,"",2,"normal",80,9,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Seated Leg Curl (Machine)",,"",0,"warmup",70,15,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Seated Leg Curl (Machine)",,"",1,"normal",90,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Seated Leg Curl (Machine)",,"",2,"normal",90,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Leg Extension (Machine)",,"",0,"warmup",80,15,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Leg Extension (Machine)",,"",1,"normal",90,13,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Leg Extension (Machine)",,"",2,"normal",90,15,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Leg Press (Machine)",,"",0,"warmup",100,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Leg Press (Machine)",,"",1,"normal",200,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Leg Press (Machine)",,"",2,"normal",210,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Glute Bridge (Machine)",,"",0,"warmup",170,17,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Glute Bridge (Machine)",,"",1,"normal",190,17,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Glute Bridge (Machine)",,"",2,"normal",200,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Kneeling Leg Curl (Machine)",,"",0,"normal",20,10,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Calf Extension (Machine)",,"",0,"warmup",110,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Calf Extension (Machine)",,"",1,"normal",130,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Calf Extension (Machine)",,"",2,"normal",125,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Back Extension (Machine)",,"",0,"warmup",70,12,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Back Extension (Machine)",,"",1,"normal",100,10,,,
"Lower","Mar 5, 2026, 9:34 AM","Mar 5, 2026, 10:29 AM","","Back Extension (Machine)",,"",2,"normal",90,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Hammer Strength Row",,"",0,"warmup",155,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Hammer Strength Row",,"",1,"normal",175,10,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Hammer Strength Row",,"",2,"normal",175,10,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Chest-Supported T-Bar Row",,"",0,"warmup",70,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Chest-Supported T-Bar Row",,"",1,"normal",80,8,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Chest-Supported T-Bar Row",,"",2,"normal",80,8,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Back Extension (Machine)",,"",0,"warmup",50,10,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Back Extension (Machine)",,"",1,"normal",90,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Back Extension (Machine)",,"",2,"normal",90,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Back] Back Extension (Machine)",,"",3,"normal",90,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Chest] Decline Chest Press",,"",0,"warmup",80,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Chest] Decline Chest Press",,"",1,"normal",100,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","[Chest] Decline Chest Press",,"",2,"normal",100,11,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","Bench Press (Smith Machine)",,"",0,"warmup",40,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","Bench Press (Smith Machine)",,"",1,"normal",60,12,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","Bench Press (Smith Machine)",,"",2,"normal",80,10,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","Pull Up (Assisted)",,"",0,"normal",70,10,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","Pull Up (Assisted)",,"",1,"normal",65,10,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","Pull Up (Assisted)",,"",2,"normal",65,10,,,
"Upper","Mar 4, 2026, 9:00 AM","Mar 4, 2026, 10:05 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Seated Leg Curl (Machine)",,"",0,"warmup",75,15,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Seated Leg Curl (Machine)",,"",1,"normal",95,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Seated Leg Curl (Machine)",,"",2,"normal",95,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Leg Extension (Machine)",,"",0,"warmup",75,6,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Leg Extension (Machine)",,"",1,"normal",95,11,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Leg Press (Machine)",,"",0,"warmup",170,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Leg Press (Machine)",,"",1,"normal",200,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Leg Press (Machine)",,"",2,"normal",200,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Glute Bridge (Machine)",,"",0,"warmup",170,17,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Glute Bridge (Machine)",,"",1,"normal",190,17,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Glute Bridge (Machine)",,"",2,"normal",190,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Calf Extension (Machine)",,"",0,"warmup",110,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Calf Extension (Machine)",,"",1,"normal",125,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Calf Extension (Machine)",,"",2,"normal",125,12,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Hip Abduction (Machine)",,"",0,"warmup",100,10,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Hip Abduction (Machine)",,"",1,"normal",110,10,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Hip Abduction (Machine)",,"",2,"normal",110,10,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Crunch (Machine)",,"",0,"warmup",70,20,,,
"Lower","Mar 3, 2026, 8:53 AM","Mar 3, 2026, 9:43 AM","","Crunch (Machine)",,"",1,"normal",50,20,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Back] Hammer Strength Row",,"",0,"warmup",145,15,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Back] Hammer Strength Row",,"",1,"normal",165,12,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Back] Hammer Strength Row",,"",2,"normal",165,10,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Back] Bent Over Row (Barbell)",,"",0,"warmup",65,12,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Back] Bent Over Row (Barbell)",,"",1,"normal",75,12,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Back] Bent Over Row (Barbell)",,"",2,"normal",85,12,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Lat Pulldown (Cable)",,"",0,"warmup",65,15,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Lat Pulldown (Cable)",,"",1,"normal",80,10,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Lat Pulldown (Cable)",,"",2,"normal",80,10,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Chest] Incline Chest Press (Machine)",,"",0,"warmup",90,12,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Chest] Incline Chest Press (Machine)",,"",1,"normal",90,12,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Chest] Incline Chest Press (Machine)",,"",2,"normal",90,8,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Bench Press (Smith Machine)",,"",0,"warmup",40,15,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Bench Press (Smith Machine)",,"",1,"normal",60,12,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Bench Press (Smith Machine)",,"",2,"normal",60,12,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Shoulders] Rear Delt Reverse Fly",,"",0,"warmup",55,10,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","[Shoulders] Rear Delt Reverse Fly",,"",1,"normal",55,10,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Crunch (Machine)",,"",1,"normal",50,20,,,
"Upper","Mar 2, 2026, 10:36 AM","Mar 2, 2026, 11:40 AM","","Crunch (Machine)",,"",2,"normal",50,10,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Seated Leg Curl (Machine)",,"",0,"warmup",70,15,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Seated Leg Curl (Machine)",,"",1,"normal",90,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Seated Leg Curl (Machine)",,"",2,"normal",90,10,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Leg Extension (Machine)",,"",0,"warmup",75,15,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Leg Extension (Machine)",,"",1,"normal",85,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Leg Extension (Machine)",,"",2,"normal",85,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Leg Press (Machine)",,"",0,"warmup",160,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Leg Press (Machine)",,"",1,"normal",190,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Leg Press (Machine)",,"",2,"normal",190,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Glute Bridge (Machine)",,"",0,"warmup",180,17,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Glute Bridge (Machine)",,"",1,"normal",180,17,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Calf Extension (Machine)",,"",0,"warmup",100,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Calf Extension (Machine)",,"",1,"normal",120,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Calf Extension (Machine)",,"",2,"normal",120,12,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Hip Abduction (Machine)",,"",0,"warmup",95,10,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Hip Abduction (Machine)",,"",1,"normal",105,10,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Hip Abduction (Machine)",,"",2,"normal",105,10,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Crunch (Machine)",,"",0,"warmup",60,25,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Crunch (Machine)",,"",1,"normal",60,20,,,
"Lower","Feb 26, 2026, 12:50 PM","Feb 26, 2026, 1:40 PM","","Crunch (Machine)",,"",2,"normal",50,20,,,
"Upper","Feb 25, 2026, 8:18 AM","Feb 25, 2026, 9:20 AM","","[Back] Hammer Strength Row",,"",0,"warmup",145,15,,,
"Upper","Feb 25, 2026, 8:18 AM","Feb 25, 2026, 9:20 AM","","[Back] Hammer Strength Row",,"",1,"normal",165,12,,,
"Upper","Feb 25, 2026, 8:18 AM","Feb 25, 2026, 9:20 AM","","[Back] Hammer Strength Row",,"",2,"normal",165,8,,,
